sp	lat	lon	alt	sigma_h	sigma_v	fixInfo	epsg
ScanPos037	35.855201266623197	-75.567132788193391	-32.826944188214839	0.014099999330937862	0.01249999925494194	RTK fixed	6319
ScanPos038	35.855487944938361	-75.567232593853035	-32.825475023128092	0.014099999330937862	0.0139999995008111	RTK fixed	6319
ScanPos039	35.855488006277007	-75.567232546584108	-32.813073131255805	0.014099999330937862	0.013899999670684338	RTK fixed	6319
ScanPos040	35.85567938487354	-75.567315149596638	-32.799475844949484	0.014099999330937862	0.013899999670684338	RTK fixed	6319
ScanPos041	35.855824724785016	-75.567388740666232	-32.694497235119343	0.014099999330937862	0.013799999840557575	RTK fixed	6319
ScanPos042	35.856014734945781	-75.567409875368639	-32.899981183931231	0.014099999330937862	0.016200000420212746	RTK fixed	6319
ScanPos043	35.856226144870305	-75.567504831856539	-32.666494466364384	0.014099999330937862	0.016899999231100082	RTK fixed	6319
ScanPos044	35.856436638059336	-75.567619651763039	-32.540183461271226	0.014099999330937862	0.014999999664723873	RTK fixed	6319
ScanPos045	35.856642228696749	-75.567674531858316	-32.576172129251063	0.014099999330937862	0.014800000004470348	RTK fixed	6319
ScanPos046	35.856832156305828	-75.567740408395906	-32.948208929039538	0.014099999330937862	0.014699999243021011	RTK fixed	6319
ScanPos047	35.857004431712525	-75.567843056269211	-32.52282109297812	0.014099999330937862	0.014599999412894249	RTK fixed	6319
ScanPos048	35.857141427708811	-75.567899818812194	-32.787947933189571	0.014099999330937862	0.014399999752640724	RTK fixed	6319
ScanPos049	35.857320598715731	-75.567991775942474	-32.625794038176537	0.014099999330937862	0.014399999752640724	RTK fixed	6319
ScanPos050	35.857474697239518	-75.568060852301173	-32.571993814781308	0.014099999330937862	0.014800000004470348	RTK fixed	6319
ScanPos051	35.857661920428967	-75.568087194756899	-32.811496203765273	0.014099999330937862	0.013899999670684338	RTK fixed	6319
ScanPos052	35.857856623820837	-75.568154739525866	-33.024079847149551	0.014099999330937862	0.013700000010430813	RTK fixed	6319
ScanPos053	35.858025984391446	-75.56824375175357	-32.783859623596072	0.014099999330937862	0.013399999588727951	RTK fixed	6319
ScanPos054	35.858176148421784	-75.568313396629947	-33.011061090044677	0.014099999330937862	0.013100000098347664	RTK fixed	6319
ScanPos055	35.858324798122752	-75.568379695220671	-32.940397922880948	0.014099999330937862	0.012999999336898327	RTK fixed	6319
ScanPos056	35.858500078162727	-75.568437709573899	-33.056204644031823	0.014099999330937862	0.013299999758601189	RTK fixed	6319
ScanPos057	35.858638669895271	-75.56850298613378	-33.024738614447415	0.014099999330937862	0.013199999928474426	RTK fixed	6319
ScanPos058	35.858770442590313	-75.568582501299574	-32.958262925967574	0.014099999330937862	0.012999999336898327	RTK fixed	6319
ScanPos059	35.858938787659348	-75.568693274872317	-32.696260236203671	0.014099999330937862	0.012799999676644802	RTK fixed	6319
ScanPos060	35.8591046494873	-75.568805502494882	-32.775994449853897	0.014099999330937862	0.01269999984651804	RTK fixed	6319
ScanPos061	35.859243734910031	-75.56886140602947	-32.798326797783375	0.014099999330937862	0.011099999770522118	RTK fixed	6319
ScanPos062	35.859393469731607	-75.56889756557004	-33.016550802625716	0.014099999330937862	0.010999999940395355	RTK fixed	6319
ScanPos063	35.859544783149218	-75.568954861904459	-32.980604488402605	0.014099999330937862	0.010900000110268593	RTK fixed	6319
ScanPos064	35.859727985318173	-75.569033003778898	-32.855079846456647	0.014099999330937862	0.010799999348819256	RTK fixed	6319
ScanPos065	35.859851065870174	-75.569092684907048	-32.823079464957118	0.014099999330937862	0.010699999518692493	RTK fixed	6319
ScanPos066	35.860021651905939	-75.569197994590738	-32.918001021258533	0.014099999330937862	0.011399999260902405	RTK fixed	6319
ScanPos067	35.860217518928998	-75.569292904843792	-32.896488682366908	0.014099999330937862	0.010499999858438969	RTK fixed	6319
ScanPos068	35.860368230446774	-75.569384919476249	-32.826802861876786	0.014099999330937862	0.010400000028312206	RTK fixed	6319
ScanPos069	35.860566190083965	-75.569454663855154	-32.862160097807646	0.014099999330937862	0.01249999925494194	RTK fixed	6319
ScanPos070	35.8607191664534	-75.569501195947126	-32.941002292558551	0.014099999330937862	0.012399999424815178	RTK fixed	6319
ScanPos071	35.860920241267308	-75.56958015811945	-33.080272616818547	0.014099999330937862	0.012299999594688416	RTK fixed	6319
ScanPos072	35.861086329493318	-75.569672947529952	-33.257154362276196	0.014099999330937862	0.012299999594688416	RTK fixed	6319
ScanPos073	35.86125126635546	-75.56975524656194	-33.299844918772578	0.014099999330937862	0.012199999764561653	RTK fixed	6319
ScanPos074	35.86139033578408	-75.569827042856019	-33.18980104662478	0.014099999330937862	0.012099999934434891	RTK fixed	6319
ScanPos075	35.861541696967535	-75.569923605939167	-32.977186388336122	0.014099999330937862	0.012099999934434891	RTK fixed	6319
ScanPos076	35.86169296215305	-75.569984093695211	-33.004218487069011	0.014099999330937862	0.011899999342858791	RTK fixed	6319
ScanPos077	35.86187695716027	-75.57006171473175	-33.060717229731381	0.014099999330937862	0.011799999512732029	RTK fixed	6319
ScanPos078	35.862066697573617	-75.570157860701769	-33.151446967385709	0.014099999330937862	0.011799999512732029	RTK fixed	6319
ScanPos079	35.862340239497392	-75.570291994371885	-33.277604324743152	0.014099999330937862	0.011699999682605267	RTK fixed	6319
ScanPos080	35.862579875714758	-75.57041658062154	-33.305090923793614	0.014099999330937862	0.011599999852478504	RTK fixed	6319
ScanPos081	35.862775610263533	-75.570522198054732	-33.271729227155447	0.014099999330937862	0.011599999852478504	RTK fixed	6319
ScanPos082	35.862951736234422	-75.570623973015245	-33.218971985392272	0.014099999330937862	0.011500000022351742	RTK fixed	6319
ScanPos083	35.863153073281538	-75.570720909534032	-33.332040647044778	0.014099999330937862	0.011399999260902405	RTK fixed	6319
ScanPos084	35.863368360355501	-75.570830211674618	-33.31317475065589	0.014099999330937862	0.011299999430775642	RTK fixed	6319
ScanPos085	35.863559707960299	-75.570949825362476	-33.231047886423767	0.014099999330937862	0.011299999430775642	RTK fixed	6319
ScanPos086	35.863729692251738	-75.571054565326449	-33.20323926396668	0.014099999330937862	0.010999999940395355	RTK fixed	6319
ScanPos087	35.863969338114764	-75.571188499385499	-33.207270191982388	0.014099999330937862	0.010999999940395355	RTK fixed	6319
ScanPos088	35.864216576599347	-75.571308801077649	-33.285642123781145	0.014099999330937862	0.010999999940395355	RTK fixed	6319
ScanPos089	35.864486044354457	-75.571443754886914	-33.219104696065187	0.014099999330937862	0.010900000110268593	RTK fixed	6319
ScanPos090	35.864745016635396	-75.571577713857266	-33.237988908775151	0.014099999330937862	0.011899999342858791	RTK fixed	6319
ScanPos091	35.865014835028006	-75.571704019839316	-33.339047857560217	0.014099999330937862	0.011899999342858791	RTK fixed	6319
ScanPos092	35.865254847188453	-75.571797868885341	-33.440267140045762	0.014099999330937862	0.011899999342858791	RTK fixed	6319
ScanPos093	35.865512643510563	-75.571906054014676	-33.495873710140586	0.014099999330937862	0.011899999342858791	RTK fixed	6319
ScanPos094	35.865767228382147	-75.572022411511597	-33.623809608630836	0.014099999330937862	0.012199999764561653	RTK fixed	6319
ScanPos095	35.865948608368228	-75.572103478883804	-33.57795920688659	0.014099999330937862	0.011899999342858791	RTK fixed	6319
ScanPos096	35.866125000427814	-75.572197746910831	-33.531920585781336	0.014099999330937862	0.011899999342858791	RTK fixed	6319
ScanPos097	35.866328994902972	-75.572305746138468	-33.539761269465089	0.014099999330937862	0.011899999342858791	RTK fixed	6319
ScanPos098	35.866542849448173	-75.572419392347769	-33.440815950743854	0.014099999330937862	0.011799999512732029	RTK fixed	6319
ScanPos099	35.866809248765122	-75.572549893243306	-33.433623257093132	0.014099999330937862	0.011799999512732029	RTK fixed	6319
ScanPos100	35.867080259256618	-75.572688024289661	-33.446143397130072	0.014099999330937862	0.011799999512732029	RTK fixed	6319
ScanPos101	35.86731958300706	-75.572805529206505	-33.334174368530512	0.014099999330937862	0.011799999512732029	RTK fixed	6319
ScanPos102	35.867547004097929	-75.572917889255621	-33.351911477744579	0.014099999330937862	0.011699999682605267	RTK fixed	6319
ScanPos103	35.867797426438194	-75.573036802194196	-33.355968377552927	0.014099999330937862	0.011699999682605267	RTK fixed	6319
ScanPos104	35.868038035563025	-75.573158733046029	-33.362074051052332	0.014099999330937862	0.011699999682605267	RTK fixed	6319
ScanPos105	35.868284832771188	-75.573290788497303	-33.330439515411854	0.014099999330937862	0.011599999852478504	RTK fixed	6319
ScanPos106	35.868503678721545	-75.57340847805483	-33.265080378390849	0.014099999330937862	0.011599999852478504	RTK fixed	6319
ScanPos107	35.86874381452995	-75.573534342404656	-33.271307609044015	0.014099999330937862	0.011599999852478504	RTK fixed	6319
ScanPos108	35.869012134021006	-75.573680787469257	-33.299426371231675	0.014099999330937862	0.011500000022351742	RTK fixed	6319
ScanPos109	35.869247498375422	-75.573801229616834	-33.36180386133492	0.014099999330937862	0.011299999430775642	RTK fixed	6319
ScanPos110	35.869478842577287	-75.573914272348716	-33.375148762948811	0.014099999330937862	0.013499999418854713	RTK fixed	6319
ScanPos111	35.869673323819576	-75.573988633785717	-33.500407684594393	0.014099999330937862	0.014800000004470348	RTK fixed	6319
ScanPos112	35.869846032525707	-75.574057312059509	-33.711647211574018	0.014099999330937862	0.014399999752640724	RTK fixed	6319
ScanPos113	35.870032424025212	-75.574176594944376	-33.666427000425756	0.014099999330937862	0.014399999752640724	RTK fixed	6319
ScanPos114	35.870216718696994	-75.574313579886478	-33.462204795330763	0.014099999330937862	0.014399999752640724	RTK fixed	6319
ScanPos115	35.870460936794913	-75.574488550983318	-33.132806833833456	0.014099999330937862	0.014299999922513962	RTK fixed	6319
ScanPos116	35.870636316833448	-75.574607629382356	-32.99425554368645	0.014099999330937862	0.014299999922513962	RTK fixed	6319
ScanPos117	35.87083397167688	-75.57472519551456	-32.945303665474057	0.014099999330937862	0.012799999676644802	RTK fixed	6319
ScanPos118	35.871025170595907	-75.574829552528541	-33.000987940467894	0.014099999330937862	0.01269999984651804	RTK fixed	6319
ScanPos119	35.871204005728877	-75.574932076454616	-33.033976507373154	0.014099999330937862	0.013100000098347664	RTK fixed	6319
ScanPos120	35.87139371639379	-75.575034539739377	-33.129916965030134	0.014099999330937862	0.013100000098347664	RTK fixed	6319
ScanPos121	35.871592460928618	-75.575150789574764	-33.147736150771379	0.014099999330937862	0.013100000098347664	RTK fixed	6319
ScanPos122	35.871837652531553	-75.57527587719602	-33.272356403060257	0.014099999330937862	0.013100000098347664	RTK fixed	6319
ScanPos123	35.872064503746735	-75.575411057180887	-33.133201817981899	0.014099999330937862	0.012799999676644802	RTK fixed	6319
ScanPos124	35.872262636153138	-75.57551232351797	-33.203204653225839	0.014099999330937862	0.013599999248981476	RTK fixed	6319
ScanPos125	35.87251328081733	-75.575640733094644	-33.22568623162806	0.014099999330937862	0.014200000092387199	RTK fixed	6319
ScanPos126	35.87276282307338	-75.575773933422298	-33.22283998504281	0.014699999243021011	0.017699999734759331	RTK fixed	6319
ScanPos127	35.87296101207113	-75.575897439368163	-33.102044515311718	0.014099999330937862	0.013199999928474426	RTK fixed	6319
ScanPos128	35.873148418209482	-75.576001527794148	-33.180087087675929	0.014099999330937862	0.013100000098347664	RTK fixed	6319
ScanPos129	35.873386929934561	-75.576138269446162	-33.108085178770125	0.014099999330937862	0.013100000098347664	RTK fixed	6319
ScanPos130	35.873618180906838	-75.576277583783792	-33.174783244729042	0.014099999330937862	0.013100000098347664	RTK fixed	6319
ScanPos131	35.87387151006692	-75.576407895561459	-33.259964967146516	0.014099999330937862	0.013100000098347664	RTK fixed	6319
ScanPos132	35.874098411218419	-75.576551603396496	-33.391658613458276	0.014099999330937862	0.013100000098347664	RTK fixed	6319
ScanPos133	35.874285272285633	-75.576658101654232	-33.377794808708131	0.014099999330937862	0.013100000098347664	RTK fixed	6319
ScanPos134	35.874476398701319	-75.576753008052492	-33.148099317215383	0.014099999330937862	0.013100000098347664	RTK fixed	6319
ScanPos135	35.874640185217359	-75.576854338105193	-33.149944258853793	0.014099999330937862	0.012999999336898327	RTK fixed	6319
ScanPos136	35.874813609167241	-75.576928368394292	-33.394467107951641	0.014099999330937862	0.012999999336898327	RTK fixed	6319
ScanPos137	35.875039178294543	-75.577004221838948	-33.664419184438884	0.014099999330937862	0.017799999564886093	RTK fixed	6319
ScanPos138	35.875238650952099	-75.577108460719572	-33.614676223136485	0.014099999330937862	0.01640000008046627	RTK fixed	6319
ScanPos139	35.875401943408129	-75.577238931506486	-33.258032699115574	0.014099999330937862	0.015599999576807022	RTK fixed	6319
ScanPos140	35.875605096863971	-75.577366367938069	-33.286434871144593	0.014099999330937862	0.014299999922513962	RTK fixed	6319
ScanPos141	35.875789676621743	-75.577470063924068	-33.285909398458898	0.014099999330937862	0.014399999752640724	RTK fixed	6319
ScanPos142	35.875961617059929	-75.577561412564066	-33.287520092912018	0.014099999330937862	0.01249999925494194	RTK fixed	6319
ScanPos143	35.87615095098807	-75.577682963365575	-33.070533274672925	0.014099999330937862	0.012600000016391277	RTK fixed	6319
ScanPos144	35.876352422538631	-75.577792147099814	-33.083777397871017	0.014099999330937862	0.015199999324977398	RTK fixed	6319
ScanPos145	35.876556172679521	-75.577889656415778	-33.122383893467486	0.014099999330937862	0.014899999834597111	RTK fixed	6319
ScanPos146	35.876552569507339	-75.577887853553776	-33.136740511283278	0.014099999330937862	0.013299999758601189	RTK fixed	6319
ScanPos147	35.876779440290953	-75.578010863590094	-33.210574953816831	0.014099999330937862	0.013299999758601189	RTK fixed	6319
ScanPos148	35.876980091608921	-75.578111364792932	-33.218867234885693	0.014099999330937862	0.013399999588727951	RTK fixed	6319
ScanPos149	35.8771835945766	-75.578214445473577	-33.330555351451039	0.014099999330937862	0.013499999418854713	RTK fixed	6319
ScanPos150	35.877383478672741	-75.578309248815529	-33.359722047112882	0.014099999330937862	0.013599999248981476	RTK fixed	6319
ScanPos151	35.877609168496953	-75.578411424588765	-33.402986281551421	0.014099999330937862	0.013700000010430813	RTK fixed	6319
ScanPos152	35.877832420094236	-75.578525286939978	-33.36016846075654	0.014099999330937862	0.013799999840557575	RTK fixed	6319
ScanPos153	35.878005518522258	-75.57862600731066	-33.397196465171874	0.014099999330937862	0.013799999840557575	RTK fixed	6319
ScanPos154	35.878215708618114	-75.5787616804609	-33.159828043542802	0.014099999330937862	0.011500000022351742	RTK fixed	6319
ScanPos155	35.878388489274045	-75.578863572867121	-33.217931387014687	0.014099999330937862	0.012799999676644802	RTK fixed	6319
ScanPos156	35.878619377860993	-75.578984502787321	-33.043364716693759	0.014099999330937862	0.012600000016391277	RTK fixed	6319
ScanPos157	35.878839400447411	-75.579106553446863	-32.964996510185301	0.014099999330937862	0.011599999852478504	RTK fixed	6319
ScanPos158	35.879060036126198	-75.579200398698347	-33.064429405145347	0.014099999330937862	0.013799999840557575	RTK fixed	6319
ScanPos159	35.879293486861336	-75.579316376784334	-33.175246014259756	0.014099999330937862	0.013899999670684338	RTK fixed	6319
ScanPos160	35.879486507204156	-75.579421090440817	-33.147628895938396	0.014099999330937862	0.015199999324977398	RTK fixed	6319
ScanPos161	35.879689874803518	-75.579526647877259	-33.082625398412347	0.014099999330937862	0.01640000008046627	RTK fixed	6319
ScanPos162	35.879884569848265	-75.57962421922484	-33.240576105192304	0.014099999330937862	0.014099999330937862	RTK fixed	6319
ScanPos163	35.880095016350133	-75.579739183213277	-33.165615079924464	0.014099999330937862	0.014099999330937862	RTK fixed	6319
ScanPos164	35.880289160001183	-75.579846687518739	-33.169290959835052	0.014099999330937862	0.014200000092387199	RTK fixed	6319
ScanPos165	35.880437313373847	-75.579924517472421	-33.048623717390001	0.014099999330937862	0.014200000092387199	RTK fixed	6319
ScanPos166	35.880646604359328	-75.580030101674737	-33.089410074986517	0.014099999330937862	0.014299999922513962	RTK fixed	6319
ScanPos167	35.880646711659942	-75.5800232840283	-33.106965994462371	0.3399999737739563	0.39200001955032349	RTK float	6319
ScanPos168	35.88077422177895	-75.580096751954798	-33.148443168960512	0.014099999330937862	0.011500000022351742	RTK fixed	6319
ScanPos169	35.880964297557092	-75.580194444864333	-33.12396212760359	0.014099999330937862	0.013199999928474426	RTK fixed	6319
ScanPos170	35.881174158485393	-75.58030620028795	-33.253932118415833	0.014099999330937862	0.012199999764561653	RTK fixed	6319
ScanPos171	35.881370729548316	-75.580410652275702	-33.245691321790218	0.014099999330937862	0.011699999682605267	RTK fixed	6319
ScanPos172	35.881553398690144	-75.580500207010161	-33.263809040188789	0.014099999330937862	0.011699999682605267	RTK fixed	6319
ScanPos173	35.881660717789089	-75.580548167579209	-33.274617589078844	0.014099999330937862	0.01269999984651804	RTK fixed	6319
ScanPos174	35.881859475392311	-75.580644418038858	-33.21160508133471	0.014099999330937862	0.013799999840557575	RTK fixed	6319
ScanPos175	35.882030709129559	-75.580731142815125	-33.215905388817191	0.014099999330937862	0.011899999342858791	RTK fixed	6319
ScanPos176	35.882213768116287	-75.580847604838027	-33.134116480126977	0.014099999330937862	0.012399999424815178	RTK fixed	6319
ScanPos177	35.882375146781811	-75.580943160063029	-33.110255831852555	0.014099999330937862	0.012799999676644802	RTK fixed	6319
ScanPos178	35.882525020302722	-75.58102399982242	-33.159614464268088	0.014099999330937862	0.013700000010430813	RTK fixed	6319
ScanPos179	35.882700070313668	-75.581103030178468	-33.188836136832833	0.014099999330937862	0.012799999676644802	RTK fixed	6319
ScanPos180	35.882886867599517	-75.581201766729137	-33.173969162628055	0.014099999330937862	0.012399999424815178	RTK fixed	6319
ScanPos181	35.8830654100449	-75.581302724655401	-33.074818387627602	0.014099999330937862	0.011699999682605267	RTK fixed	6319
ScanPos182	35.88324951877896	-75.581393001267401	-33.095695129595697	0.014099999330937862	0.012899999506771564	RTK fixed	6319
ScanPos183	35.88346249099412	-75.581498342395534	-33.014325108379126	0.014099999330937862	0.012199999764561653	RTK fixed	6319
ScanPos184	35.883650519024371	-75.581597455748991	-33.00748641230166	0.014099999330937862	0.011699999682605267	RTK fixed	6319
ScanPos185	35.88385820727536	-75.581706190534518	-32.942952578887343	0.014099999330937862	0.014099999330937862	RTK fixed	6319
ScanPos186	35.884031783002612	-75.581809434678703	-32.840823616832495	0.014099999330937862	0.017899999395012856	RTK fixed	6319
ScanPos187	35.884196023243213	-75.581899229758918	-32.759702350944281	0.014099999330937862	0.017099998891353607	RTK fixed	6319
ScanPos188	35.884403824674521	-75.582001301020981	-32.876726833172143	0.014099999330937862	0.018500000238418579	RTK fixed	6319
ScanPos189	35.884554073823118	-75.582076394817818	-32.962678662501276	0.014099999330937862	0.018199998885393143	RTK fixed	6319
ScanPos190	35.884677833637063	-75.582157786538815	-32.893467446789145	0.014099999330937862	0.011799999512732029	RTK fixed	6319
ScanPos191	35.884824109675165	-75.582217365739851	-33.010552958585322	0.014099999330937862	0.011799999512732029	RTK fixed	6319
ScanPos192	35.884985475355215	-75.58221505938296	-33.234333190135658	0.014099999330937862	0.011799999512732029	RTK fixed	6319
ScanPos193	35.885136820730779	-75.582171670800491	-33.752680051140487	0.014099999330937862	0.011799999512732029	RTK fixed	6319
ScanPos194	35.885274234607976	-75.582211074978659	-35.46228560898453	6.0369997024536133	6.9439992904663086	RTK float	6319
ScanPos195	35.885413322143428	-75.582512923836006	-33.167743206955492	0.014099999330937862	0.011699999682605267	RTK fixed	6319
ScanPos196	35.885509660918032	-75.582629076563421	-32.899012800306082	0.014099999330937862	0.013100000098347664	RTK fixed	6319
ScanPos197	35.885632916099937	-75.582699759739299	-32.953768702223897	0.014099999330937862	0.015199999324977398	RTK fixed	6319
ScanPos198	35.885849268107954	-75.582817930890926	-32.729434495791793	0.2199999988079071	0.24999998509883881	RTK float	6319
ScanPos199	35.88606434403868	-75.582902617988154	-32.722362994216383	0.17099998891353607	0.20600000023841858	RTK float	6319
ScanPos200	35.886277424668492	-75.582988995509595	-32.693311762064695	0.14800000190734863	0.18299998342990875	RTK float	6319
ScanPos201	35.886453182148706	-75.583074005825139	-33.027356483973563	0.014099999330937862	0.011500000022351742	RTK fixed	6319
ScanPos202	35.886641079085095	-75.583186573180555	-33.110195268876851	0.014099999330937862	0.011500000022351742	RTK fixed	6319
ScanPos203	35.886844901114792	-75.583321430522744	-33.105715969577432	0.014099999330937862	0.014399999752640724	RTK fixed	6319
ScanPos204	35.887021211056556	-75.583426934692369	-33.088951906189322	0.014099999330937862	0.011299999430775642	RTK fixed	6319
ScanPos205	35.887255039549409	-75.583562619300494	-33.201805271208286	0.014099999330937862	0.011299999430775642	RTK fixed	6319
ScanPos206	35.887469212893272	-75.58368334936948	-33.159422374330461	0.014099999330937862	0.011399999260902405	RTK fixed	6319
ScanPos207	35.88765368316443	-75.583774972340009	-33.126482889987528	0.014099999330937862	0.01269999984651804	RTK fixed	6319
ScanPos208	35.887815591842269	-75.583868774447609	-33.196963753551245	0.014099999330937862	0.012600000016391277	RTK fixed	6319
ScanPos209	35.888009504225138	-75.583985458655533	-33.122303455136716	0.014099999330937862	0.011399999260902405	RTK fixed	6319
ScanPos210	35.888181429765559	-75.584100957257789	-33.023558688350022	0.014099999330937862	0.012199999764561653	RTK fixed	6319
ScanPos211	35.888346945903201	-75.584205095895442	-32.904252463951707	0.014099999330937862	0.012399999424815178	RTK fixed	6319
ScanPos212	35.888541573643181	-75.584299353463749	-33.02851786930114	0.014099999330937862	0.011500000022351742	RTK fixed	6319
ScanPos213	35.888787026787213	-75.584430450793334	-32.997599279507995	0.014099999330937862	0.011500000022351742	RTK fixed	6319
ScanPos214	35.888967046112434	-75.584549411846865	-32.883688699454069	0.014099999330937862	0.011500000022351742	RTK fixed	6319
ScanPos215	35.889186057877183	-75.584655623801567	-32.907075957395136	0.014099999330937862	0.011899999342858791	RTK fixed	6319
ScanPos216	35.889328420822103	-75.584729753522566	-32.917083843611181	0.014099999330937862	0.012299999594688416	RTK fixed	6319
ScanPos217	35.889501366035226	-75.584831217092372	-32.922352334484458	0.014099999330937862	0.012299999594688416	RTK fixed	6319
ScanPos218	35.889644586266158	-75.584907401954965	-32.992197826504707	0.014099999330937862	0.012299999594688416	RTK fixed	6319
ScanPos219	35.889835783115096	-75.585019465629699	-33.004733316600323	0.014099999330937862	0.012299999594688416	RTK fixed	6319
ScanPos220	35.890013600696953	-75.58511681769015	-32.927712120115757	0.014099999330937862	0.016099998727440834	RTK fixed	6319
ScanPos221	35.890199997706119	-75.585211806066468	-33.085678730159998	0.014099999330937862	0.016200000420212746	RTK fixed	6319
ScanPos222	35.890389338016867	-75.585309677204179	-33.120319766923785	0.014099999330937862	0.016300000250339508	RTK fixed	6319
ScanPos223	35.890592870828542	-75.585422855554967	-33.013702015392482	0.014099999330937862	0.01640000008046627	RTK fixed	6319
ScanPos224	35.890758302869173	-75.585501687025939	-33.090046853758395	0.014099999330937862	0.01640000008046627	RTK fixed	6319
ScanPos225	35.890947628412931	-75.585600403062173	-33.117045056074858	0.014099999330937862	0.016499999910593033	RTK fixed	6319
ScanPos226	35.891128701711452	-75.585706089186957	-33.024746495299041	0.014099999330937862	0.016599999740719795	RTK fixed	6319
ScanPos227	35.891254609515023	-75.585772144693721	-33.003253007307649	0.014099999330937862	0.016599999740719795	RTK fixed	6319
ScanPos228	35.891429310213233	-75.585869298503724	-32.928696445189416	0.014099999330937862	0.016699999570846558	RTK fixed	6319
ScanPos229	35.891623459409907	-75.585974639633733	-32.909373634494841	0.014099999330937862	0.016699999570846558	RTK fixed	6319
ScanPos230	35.891848094023075	-75.586084539360812	-33.066932140849531	0.014099999330937862	0.012099999934434891	RTK fixed	6319
ScanPos231	35.8920775527872	-75.586213462047311	-33.088771994225681	0.014099999330937862	0.012099999934434891	RTK fixed	6319
ScanPos232	35.892248730972206	-75.586317200936648	-32.970448886044323	0.014099999330937862	0.013899999670684338	RTK fixed	6319
ScanPos233	35.892388553089653	-75.586404627130875	-32.929855446331203	0.014099999330937862	0.0139999995008111	RTK fixed	6319
ScanPos234	35.892549286303066	-75.586500463094552	-32.938986727036536	0.014099999330937862	0.0139999995008111	RTK fixed	6319
ScanPos235	35.892710658229653	-75.586591700452942	-32.957249391824007	0.014099999330937862	0.0139999995008111	RTK fixed	6319
ScanPos236	35.892887317987515	-75.586679105763452	-33.071367633529007	0.014099999330937862	0.0139999995008111	RTK fixed	6319
ScanPos237	35.893050565946069	-75.586773467355158	-33.035781951621175	0.014099999330937862	0.0139999995008111	RTK fixed	6319
ScanPos238	35.893220628454628	-75.586873242629835	-32.963895450346172	0.014099999330937862	0.0139999995008111	RTK fixed	6319
ScanPos239	35.893415991125067	-75.5869801851007	-33.029807305894792	0.014099999330937862	0.014099999330937862	RTK fixed	6319
ScanPos240	35.893608144844094	-75.587082602668275	-33.160629961639643	0.014099999330937862	0.014099999330937862	RTK fixed	6319
ScanPos241	35.893865414922161	-75.587210103273023	-32.835021434351802	0.014099999330937862	0.0139999995008111	RTK fixed	6319
ScanPos242	35.894125113919415	-75.587342952449717	-32.947410667315125	0.014099999330937862	0.0139999995008111	RTK fixed	6319
ScanPos243	35.894305967532127	-75.587444329234117	-33.011106002144516	0.014099999330937862	0.013599999248981476	RTK fixed	6319
